Sentence,label
太宰治を読みながらバスを待つ秋、最高では？,0
人がくっついたり離れたりするのは致し方ないことだと思います。リアル人間関係も、Twitterも。嫌いになったとかではなく、今はこれじゃない感。私だってそういうことあるよ。またいつか交わる時、昨日の続きみたいに話そうね。,3
私自身スッと人から離れることがあるので、離れられても何とも思いません。あぁこの人も「同じ」なんだなと。わざわざ絶交だ！嫌いだ！と言われたらそりゃ傷つきますけども。,0
美しいものを美しいと呼ぶのはもちろんいいと思うんですが、イケメン、美女という言葉で俗っぽく表現されるのことに違和感を感じてるのかもしれない。,0
私は、執筆する時は音楽も話し声も聞こえない静かなところで書くと決めています。音は遮断して、目と肩が凝るぐらい集中して書きます。カフェや新幹線など、ザワザワした場所で書けない自分は非効率なのか……と悩んだこともありますが、最近は「静かな場所で言葉と向き合う自分」を認めています。,0
時間は有限。それなのに今日も眠ってしまいました。疲れていたので回復のためと言い聞かせます。,2
久しぶりにポモドーロテクニック回しながらお仕事しよ。アプリに記録されるので、執筆（調べ物や構成含む）にかかった時間を可視化できるのがよいです。1つのタスクに対してどの程度の労力がかかるのかを知るのは大事だと思います。うんうん悩んでても時間だけが過ぎていくので。,3
リモートワーク、結局40分なり1時間なりの通勤がなくなって業務時間増えてるだけの人いっぱいいるな（体感）,0
いつも行く歯医者、先生の腕はいいのに受付の人の愛想が悪くて残念。そこまでムスッとしてて逆に疲れないんだろうか。,2
外を歩いてると、ちんたら歩く人を抜かせない時イライラするし、抜かそうとした瞬間急に斜めに歩かれるとさらにイライラするし、まっすぐ歩いてたのに何故か急に進路を変えて突進してくる人もいるし、とにかくお外は苦手。,1
冗談めかしているとはいえ強い口調で言ってしまったのは、ちょっと疲れていたのかもしれない。「?して欲しい」は傲慢だと分かっています。だから自分でやる。そして誰もいなくなった。,2
墜ちない。私は墜ちない。同じところまで堕ちたりなんかしない。私は私のためによく生きるのだ。生きるとはつまり生活することなのだ。,3
心が疲れている時こそ小説を読むのがおすすめです。ビジネス書や自己啓発書ではありません。小説を読むのです。読むという行為はとても頭のメモリを使います。それが逆にいいのです。余計なことを考えずに物語に没入するのです。暗い気持ちから視点をずらす。それだけで少し楽になれます。,3
昨日もツイートしたけど、やはり心が沈んでいる時こそ文章を読むのです。鬱っぽい時って頭に薄い膜がかかっているような、そんな感覚がするんですが、少なくとも文章を読んでいるときは「読むこと」に脳を使えるので楽なんです。,3
【シェアハウスの受難】もう知らん,0
リアルの私は超絶早口なのが子供の頃からの悩みなんですが、メンタリストDaiGoのYouTubeを見ていると早口という個性を活かして私も動画いけるんじゃないかと思えてくる,3
好きな本、アニメ、漫画についてはちゃんと精査してそれぞれベスト5ぐらい語れるようになりたいですね。ブログに書きたい。,3
ひとつ学んだことがある人は人の話を聞かない,2
言葉って本当に人に伝わらない。書き言葉も話し言葉も。なんにも難しいことじゃない、業務連絡の一つさえ伝わらない。伝える側の誠意とは関係ない。人は結局見たいものしか見ないのと同じで、理解したいようにしか解釈しない。不便で不自由なものだよ、言葉って。,2
最低限の礼儀・マナー・作法・気遣い・生活力は躾られたり自分で気付いたりしてアップデートしていくしかない。何歳になっても日々、常に。歳を重ねるほど恥ずかしいことになっていく。よーく分かった。,0
えっ由布院から博多まで車だと1時間半で行けちゃうの！,0
ただ、インターネットの情報が全てだとは思わないようにしている。「ネットに載っていない＝存在しないのと同じ」ように扱ってしまうのは、観光する側もされる側ももったいない。自分の足で得た情報は大事。いい取材ライターになりたいなぁ。,3
インターネットに頼りきってる現代人が言うのも何ですが、インターネットがなかった頃みたいな旅をしたい。,3
年上の人に「若いね?（青いという意味で）」って言われたことはもちろんあるけど、年下に「若いですね」って言われたの初めて。そうか、私、そういうステージなのか。,0
私は「読みもの」が書きたいんだと気付いた。,3
プレゼンするとき、今までスライド作ってから原稿作ってた。違う、「逆」だ。本当にいいプレゼンは音声だけ聞いてもちゃんと伝わる。筋が通ってる。つまり、原稿がしっかりしてるんだ。何でこんな簡単なことに気付かなかったんだ。次は原稿から作ろ。,3
アウトプットするためにはインプットしなければならない。取材もエッセイも小説もそう。もっと読まなきゃな。,3
これ前も言ったけど、漫画でもアニメでもドラマでも映画でも、いいなと思ったものは皆もっと軽率に呟いてほしい。「あの時○○さんが話題にしてたな」って結構覚えてるから。それがきっかけで同じ沼にハマることも多々ある。,3
Nintendo Switch online、「無料期間終了が近づいています。解除する場合はこちら」ってちゃんとメールきて親切。好感度高い。,0
歯医者貧乏です。9月末までしか通えないって8月から言ってたのに治したかった銀歯の治療を後回しにされ、小さい虫歯ばかり少しずつ治して、銀歯はいつ治してくれるのかと思ってたら結局間に合いませんと言われ、お金だけがなくなった。あぁ。なんやこれ。,2
私は初回の問診票にめちゃくちゃ詳しく症状を書くタイプなのですが、それだけ書いても結局見てくれない。賢いはずのお医者さんですら見てない。一応「今日はどうしましたか」って聞いてくれるけど、そこに全部書いたのにまた言うん？って感じです。今日の歯医者の件、私もっと怒ってもいいのでは。,1
もうね、怒ることもしんどいんですよ。疲れるんですよ。それならもう我慢すればいっか、って。でもそれって緩やかな死ですよ。主張しないってことは個人としての尊厳を手放してるのと同じなんですよ。生きていること自体、そういう生きづらさを孕んでいるんですよ。,2
10月はお仕事月間にすると決めている。ライティングじゃなくてもいいからとにかくお仕事したい。,3
子供の頃から、基本的に誰も自分を助けてなどくれないし、人に迷惑かけたくないし、自分のことを自分でやるのは当然というマインドで生きてるので、逆に「誰かがやってくれるだろう」という気持ちが全然分からない。,0
これはもう福岡に導かれたと思うしかないのでこの1ヶ月をバッチバチに充実させてやるからな。,3
これからは特急電車や新幹線の中がコワーキングスペースになるのではないかという意見をニュースだか何かだかで見て、勘弁してくれと思った。,0
ワーケーションやコワーキングスペースは本当にホットワードだと思うし、地元のワーケーションのこともっと深く知りたい。関わりたい。,3
全パソコン、キーボードを打つ力が一定のレベルを超えたら「あなたのタイピングはうるさいです」ってポップアップ出て欲しい。,3
「書けるかどうか」は書いてみないと分からんなって今更思う。明らかに無理って直感で分かる時もあるけど。,0
スタバのテイクアウトを済ませたママさんが「○○くん、帰るよ。おいで」と言っても王様のように椅子に座り続ける坊っちゃん。「ママ帰るよ」「ねぇねのお迎え一緒に行こう」「ママの荷物持って」とあの手この手で説得するもふんぞり返る坊っちゃん見てちょっと笑ってしまった。子育ては大変。,0
私は少し音楽をやっていましたが、そんなに才能はなかったので音楽自体を語るのはおこがましいんですが、メロディに乗ってる詞にはやっぱり注目してしまいます。歌詞というのは詩ですからね。,3
住んでるマンスリーマンションの1皆の管理会社に「郵便物届いてないですか」と聞いただけなのに「さぁ、うちは知らない」と冷たく言われて都会の洗礼を受けた。きみたちは何を管理してるんだ。,1
部屋に「お困りのことがあれば1階の管理会社へ」という貼り紙があるのに「さぁ、うちは知らない」という言い方に2時間ぐらいモヤモヤしてた。大事な郵便物なのに。,1
10人いたら10通りの悩みがあるわけで、住んでる地域も違うので「こういうサービスがありますよ」ともなかなか言えない。結局使えなきゃ意味ないから。,2
人を助けたり人に助けられたりするためにはまず人間関係の中で自分を認知してもらわなければならない。大勢の人間なんて樽の中のじゃがいもみたいなもんですから。じゃがいもを区別して名前をつけるところから認知が始まる。,3
あの、マジで1日終わるの早すぎません？（限界フリーランスの戯言）,0
両親ともにお酒が1滴も飲めないし兄弟もほとんど飲めないんですが、奇跡的に私だけそこそこ飲めるように生まれついてしまった。お酒が飲めない人にとっては「今度飲みに行こうよ」は苦痛だと思うので言葉に気をつけたいと思った。,0
ちなみに私はコーヒーが飲めないので、ティータイムに「コーヒーでいい？」って言われた時にシュンとなるのでお酒飲めない人の気持ちは分かります。,2
5分のプレゼン作るのに何時間かかったんだ……。でもね構成がしっかりしてないとフワッとしたまま何も伝わらないし自分が恥かくだけだから。,2
売れたらラッキー、売れなかったらしゃーない、ぐらいの気持ちでメルカリにいっぱい出品し始めた,3
クマレルやってみたいな?。お話聞く側になってみたい。,3
嫌味な意味で「あなたは慎重派だね」って言われるのが嫌いでした。ドコモ口座みたいに、穴だらけなのにリリースして取り返しつかないことになるよりマシだと思うんだが。,1
Go Toの恩恵を受けて博多で4万で暮らしてるけど、11月からは厳しくなりそう。,0
実名で書きたいことと匿名で書きたいこと。転換期だなあ。,0
眠くない夜は永遠にネットサーフィンしてしまうな（今深夜2時でびっくりした）,0
ラーメンを食べにちょっと外に出ただけでなんだか疲れてしまった。人とは……愚かだ……みたいな気持ちにすーぐなっちゃうのであつ森に逃避します。,2
鬼滅アニメ、自分が幼稚園や小学生で見てたらトラウマだわ……普通にショッキングだよこれ……,0
ネットで見る限りまだまだ席余裕あるけど、これだけ上映してりゃそうだろうと思うし、映画館でチケット買う人ももちろんいるからね。興行収入が楽しみだ?。,3
牛丼のテイクアウト、メニュー多くてバカの一つ覚えみたいに「ぎゅ、牛丼並盛で」しか言えないので今日はメニューを予習してテイクアウトに臨む（真面目か）,3
日記というものが全然続かないタチだったのですが（書きたい時にガーッと書くスタイル）、旅をするようになって、あれもこれも忘れたくなくて毎日書いてる。いよいよ3年日記買おうかな。1年前何してたのか見返したい。,3
なぜ旅をしているのか、布団の中で考えていたら眠れなくなったので呟いてみる。私はこの世界があんまり好きじゃなくて、人間もあまり好きじゃなくて、生きていくのがしんどくて、少しでも「マシな」人や場所に出会うために旅をしてるのかもしれない。,3
「好きな人たち（これは尊敬できるという意味をさす）」と「ノイズの少ない場所で暮らす」のが理想だと今気付きました。そんな世界ある？知らんけど。,3
ラクスルで名刺を新調！シンプルなやつ。フリーランスはやっぱり名刺持っておいた方がいいですね。,0
嫌いな言葉「ご連絡遅くなり申し訳ございません」面談日程候補をいくつかお知らせください→○日と△日は可能です→返信なし→ご連絡遅くなり申し訳ございません→ほんまやで。遅いで。,1
分かるよ。チャットだったらボタンひとつや一行で済む話って事。でもさあ、先方がチャット導入してない以上仕方ないじゃん。面倒くさいとか言ってられないじゃん。,2
鬼滅、早速もう一回見に行きたくなってる,3
思いつき（ひらめき）がアタリの時ももちろんありますが、その後にリスクのことも考えた方が絶対いい。,3
寒いのが苦手という理由で次は宮崎か鹿児島に行きたい。,3
ごめんちょっと言いすぎた。よくしてくれる人はもちろんいた。でも私、疑っていた。あの人もこの人もうまいこと私を乗せて利用しようと思ってるんだと思っていた。心の中では馬鹿にしてるくせにって。とにかく自分も他人も信じられなかった。それくらい心に余裕がなかった。,2
ぐぬ、書けない。どう料理してもいいエッセイが書けない、そんな日もある。具体と抽象どっちも大事。抽象だけ語ってもいいものは書けない。,0
何かあったら嫌なので私の方から×日の前に辞退の連絡した。これでよかったよね？,0
めちゃくちゃ行きたい会社じゃなかったから私は別にいいけど、信用落とすのはそっちの方よ？と思っちゃうよね。,0
ちょっと暗い作品を読んでみたいという人は重松清の「ナイフ」を読んでください。私には闇が足りなかった。あれは本なのに目を背けたくなるほど心を抉られる。,2
取材は苦手とか言ってられん！やらねば！,3
やらなきゃいけないこといっぱいあるのに、こんな時に限ってあつ森の島づくりをガチでやりたい。カフェと公園作りたい?！,3
ディレクターから連絡こない（あかんやろ）,2
感染症予防のためマスクをつけましょう→わかる秋のトレンドマスクはこちら！有名ブランドがマスク発売！コーデに合わせたマスクでおしゃれ！→疲れる2020年、今までなかった価値観が急に沸騰してちょっとしんどいな。,2
事前に計画したりコツコツ取り組んだりリスク回避の行動を考えておくことを「真面目だね（笑）」って馬鹿にする文脈で使うのはゆるせない。（急に過去の古傷が開いた）,1
回復志向に見えて最上志向1位なので野心は強い私,3
今までマスクでおしゃれをしようとかトレンドに乗ろうなんて人はごく一部の人だけだったはずで、黒マスクさえちょっと奇抜な目で見られていたのに、人の価値観なんてそんなもんだよなぁと思う。,0
1月は行く2月は逃げる3月は去るという言葉がありますが、私は10月、11月、12月の方が過ぎるのが早い説を提唱したい,0
これだけコンテンツが溢れてる時代。何を書いて生きていけばいいんだろう。時々思い悩む。,0
あなたにしか書けないことはあるよ。絶対にある。音楽なんてドからドまでの音階と休符の組み合わせしかないのに、同じ曲は一つとしてないんだから。,3
おすすめのノンフィクション作家さんがいたら教えてください。作品でもいいです。私はねえ、今読みたいのは星野道夫さん。,3
XXさんのコーチングを受けて、「仕事を作る」ということに俄然興味が出てきています。ライターという枠にとらわれすぎていた。私ができることなんて本当に小さなことだからこそ「これができます！」とニッチなところを攻めてアピールしていかねば。,3
近々、お仕事についてのnoteをパワーアップさせます。,3
分かってはいたことだけど、オンとオフの切り替えをしないと潰れてしまう。1人だと特に。終わってない仕事のことを考えるのはやめよう。明日あれを納品したら好きなことをしよう。,3
人間生きてるだけで素晴らしいなんてありゃ嘘だ。税金が払えない恐ろしさが分かるか。,2
前職は楽しかった。比較的まともだった。でもまともじゃない部分もあった。でもそれは多分世間的には当たり前のことで、人とお仕事をする以上私が耐えなければいけなかったのに、耐えられなくておかしくなってしまった。とても傷つきやすいことをどうか許して。,2
自分を客観的に見たら矛盾してることは分かる。するべきアドバイスも分かる。稼げないなら稼げる案件を作るか探すしかない。戦う場所を間違ってる。そこまで分かってる。,2
3時……？ねむれないな。,2
「noteの感想を書き合おう企画」やろうかな。,3
むしゃくしゃしたので鬼滅の刃レイトショー予約した。1回目泣けなかったので2回目で泣きたいと思います。,3
家庭料理が食べたい。料理上手なおばちゃんが作るやつ。,3
私は、家から出ない日も自分のためにメイクをするし服も着替えるけど、それと外に出ることは全然別なんだよなぁ、などと思ったり。外に出て、自分が相対的な存在になった瞬間、固めた自己肯定感が脆く崩れ去る。,2
混んだ時間に一人でご飯を食べるのが苦手。ということを自分で分かっているので、昼食と夕食の間に静かに、そっとご飯を食べて帰ってくるという生活をしている。,0
応募してる案件、全然連絡来ないなぁ。サイレントお祈りだったらせめて「合格者のみご連絡します」って明記しといて欲しいなぁ。,2
会話のゴールを擦り合わせる人からアドバイスを求められたとき、頼られたっ！と、ここぞとばかりにアイデアを喋ってしまう人をたまに見かけるが(自分もある)まずどうなりたいのか？どこまでいきたいのか？認識を合わせられるかどうかが1番大切だと痛感した今日,3
学生と関わるときにいつも思うこと今は見えなくても、可能性が眠っているんだということを強く強く伝えたいわたしが学生の頃、自身も知らないようなわたしの才能を見出してくれた人がたくさんいた。そのおかげで今がある。できるだけいっぱい世間に還元したい,3
しごと、幸せだな。 (毎日いうてる),0
お散歩しようかなと身支度をはじめたその瞬間、どしゃ降り！！さあ、どーする,2
言ったことは守る破られる経験をしてきたからこそ破ってしまった経験もあるからこそこれからの自分はここにこだわる。自分との人間関係が1番大事,3
フォロワーさんが、500名に…！目標とするところに比べたら全然まだまだですが、ゼロからはじめたこのアカウントでこんなに繋がれたことが嬉しいこれからもよろしくお願いします,0
このアカウントより遥かに前からやっていた、プライベートアカウント垢のフォロワー数を超えることができた！！たまーーーーに、しょうもないことを呟きたい気分になったらこちらでやってます→(@mnr72q),0
【虫嫌いな人ごめんなさい】虫が超絶苦手なわたしの家に…Gさんがついに現れたー殺虫剤噴射したいわたしvs殺虫剤の匂いが苦手なパートナー(Gは生かしてほっとけ派)マジでマジでマジで心揺れましたが、パートナーのために殺虫剤を諦めることにしたこんなとき皆さんどうする…,2
自粛期間ずっと家で仕事してたせいか、久々に電車に乗ったら反対方向いっちゃった,0
しごと、幸せだな。,0
「正しさより楽しさ」って一見らくちんに見えるけど、正しさ押し付けちゃうほうが一時的に楽だったりする。笑実は、楽しさの方がちょっぴり勇気を必要とするよね,3
オフィスを引っ越しました全社員がんばった1日！最後に乾杯明日からまた気持ち新たに！！,3
Twitterばかりしてるとパートナーに怒られる「人にイイネしてる暇あったらいいこいいこしろ！」がヒートアップした結果「いいこしてる暇あったらイイネイイネしろ！」こんがらがっちゃったんだろうなぁ…,0
魔女の宅急便みたことないって パートナーにいったら 「それ人生の5分の1損してるよ」 絶妙な割合…,0
人に対する失望はいままで期待していたことのあらわれ期待はするけど、押し付けないバランス！！,3
おはようございます！今日は学びに使い尽くす1日です,3
無難に上手にやる人よりもへたっぴでも必死にやってる人を応援したくなるどれくらい限界突破感があるかチャレンジ感があるか8月後半戦…がんばるぞ！！！,3
「ご機嫌でいることを選ぶ」これはすごく大切なスキルだと思うわたしのパートナーは、ご機嫌を選ぶ天才一緒に居酒屋行ったりしても、一滴も飲めないのにニコニコ店員さんに話しかけるから、一品サービスしてもらえたりいかなるときもご機嫌であることを選ぶ天才です(^^),0
最近、ガミガミいうことを辞めるチャレンジをしているパートナー。「みのり！野菜大きく切りすぎだよ！もう！…うそ！ご飯作ってくれてありがとう！」撤回制度が導入されました。笑,0
パソコンが壊れたー次これ買おうかな？というのはなんとなくありますが、有益な情報お持ちの方がいたらお助けくださいー,2
「安物買いの銭失い」ってホントにその通りで、安いからという理由で買ったものって大抵心に残ってない,2
人それぞれ、大切にしたいことの優先順位がちがう。自分が大切にしていることを優先順位低く扱われたら愛されていないんだなと思うのは自然なこと。相手が何を大切にしているかを第一に考えられるようになりたい自戒もこめて,3
「自分らしく生きる」とは、好きなものを好きだと堂々と言えることなんじゃないかな,3
野球ってかっこいいなー＾＾,0
四国の渦潮みるーよ(*^^*),3
レンタカーのナビしねー！(￣ー￣),1
きょうノースリーブとか、私はやぱばかだなぁw w w,2
グッド・ウィル・ハンティング、久々の当たり映画だったー！,0
バイト削られ三田メディアー(´Д｀)寒くて顔がしぬー！(´Д｀),2
『悲しみよ こんにちは』ずっと読もうと思ってたから幸せー！しかし翻訳文学を真の意味で読み解くのは難しいと何となく思ってたけど⇒どんな表現物も何かしらを媒介して伝わるものだから、翻訳ものに限って壁を感じる必要はないんだなと思った。,3
てかgossip girlのシーズン2のレンタルはじまっとるーけど乗り遅れたー,2
でた、aiko赤いランプ。。。いい曲ー(T-T),0
電車ねすごした(T-T)ぜったい3限、教室いっぱいで入れないパターンだ(T-T)なえなえ,2
あたりまえの幸せに気づくべきだと(..),3
こわいし悲しいし虚しいし痛いし切ないし重いし平気じゃないよ,2
くるときは一気にきて、さるときは一気にさるなー＞＜何事も流れが速くなってくるのが、大人になるということかな,2
ねむいよねむいよーしかも寒いよー(>_<)でも支度して行かなきゃ(>_<)さすがに2度目の正直NTT(>_<),2
そして、わたしはちゃらちゃらくそやろうではない∩＾ω＾∩自己暗示自己暗示,3
ケータイにつけてた犬が割れた ほんとうにショック わたしの幸運の源の気がしてたのに,2
こういうのは勝ち負けの問題ではないけど、完全にわたしの負け。でもすごくポジティブに考えると、感服？してしまった。,2
だからとりあえず、あと半年の期間、自分のために精進して、精神的な部分で追いつくしかないと。,3
インディージョーンズ3時間待ちなう＼(^o^)／,3
ストパーかけたら中学生になった＼(^o^)／てか、なんで自分、1カ月前に高いお金はたいてパーマかけたんだろ＼(^o^)／飽きっぽすぎ髪型変えすぎまじ愚か。,2
そろそろイライラしてきた！東戸塚だめ！遠いよ！1限間に合うわけない(●｀ー´●),1
(´Д` )ﾓｳﾞｪｱﾓｳﾞｪｱｽﾝｽﾝｽｰﾝ,2
《マルメロ、レモン、梨、葡萄》っていう、まっ黄色の静物画みたら元気もらった。でも、もう会えない(T-T)だからポストカード買ってみたけど、本物に勝るものはないよお(T-T)とくに美術に関しては本当にそうだと感じる。,2
自分を信じるとか好きになるとか、もともと苦手分野だったけど、でも目指してたんだけど、もう二度と叶いそうにない。もう人生に希望もてない馬鹿みたいにネガティブが止まらない。,2
おわったおわった！セミナー行くために京葉線のるなんて！ディズニーいきたい。電車の人みんなリアじゅー(；ω；),3
ゼミがchaosなう(　｡∀ﾟ)ノ゛,0
眠いけどこれから１人映画.｡ﾟ+.(・∀・)ﾟ+.ﾟノルウェイの森だぁー,3
なんか知らないが、原作であんま好きじゃなかったワタナベが、松山ケンイチだと好きになった。てか松山ケンイチの声がやばい(；ω；)好き,0
バイト先にマフラー忘れた寒いよぉー(´；ω；｀)ｳｩｩ,2
えりあし聴くと何とも言えない気持ちになる(..)あぁーこれからニッセイ(..),2
その人なりが果たすべき使命にただひたむきであれと諭すのに　蒼いい曲＞＜,0
本当に嫌な予感がしてて、ずっと逃げてたんだけど、やっぱそうだった。わたし算数数学が篦棒に出来ない。その手の能力が抜け落ちてるのです。よってSPIの計算とかめちゃくちゃ苦痛(´；ω；｀)ｳｩｩ,2
チャットモンチーめちゃ好きー(●´ω｀●)♪♪♪,0
やばい戸塚まで行っちゃう....快速止まらないとか東戸塚ほんとだめ....,2
わたしが好きじゃない人なんてほんの一握りで、それ以外の大多数の人とは上手くやりたいし嫌われたくないし幻滅されたくないー。,0
走ってるだけなのに、なんだか本当カッコいいねー(*´ω｀*),0
あと3ヶ月で先輩いなくなっちゃうのかぁー(;o;)やだなぁやだなぁ....そりゃ泣くわー(;o;),2
去年泣きながら働いたのがなつかしい....(;o;),0
こんなにはってたのにセミナーとれなかった(;o;)ネット環境(;o;),2
バイト先のおじさんが優しすぎる(*ﾟ∀ﾟ*)(*ﾟ∀ﾟ*)(*ﾟ∀ﾟ*),0
外でたら、10年後が楽しみすぎる気分になった！めっちゃ幸せな家族つくってるはずー＾＾すごく安易だけど、最強の絆を育みたいよー＾＾,3
ていうか常々思ってはいるんだけど、死にたいとか、軽々しく言っちゃうの、癖みたいになってるけど、すごくやめたいんだよね＞＜大抵言ってしまってからすぐに、そこまで辛くないし生きたいって思うんだもんー＞＜,2
んー！テスト遅刻なんだけど！4単位なんだけど！電車....(´；ω；｀)ｳｩｩ,2
社会政策論の勉強が進まない。。。やっぱ過去問ない科目って、だらだらなあなあになっちゃうよー,2
いちばん勉強したのに全然出来なかった....4単位....(´；ω；｀)ｳｩｩ,2
やばい！！ダルビッシュ今さら知ったけどショック！！,2
意味わからん電車とまた(ﾉω･､) ｳｩ･･･,2
最近電車とまりすぎ...でもイライラしちゃダメ(´；ω；｀)今この電車にのってる数百の人イライラしてるだろうと思うと...集団として見る人間の心って、すごい恐いときある。,0
寒すぎて心臓とまりそう(#ﾟﾛﾟ#),0
まじで自分の方向感覚のなさに愕然とした・・・(#ﾟﾛﾟ#)平気で正反対の方いっちゃう・・・(#ﾟﾛﾟ#),2
六本木で迷子(*_*)じんせいまいご！！,2
しょっくしょっくしょっく(´；ω；｀),2
大学一緒だけどなかなか会わない友達と再会！彼の切ない話を聞いて、もらい切なくなりました(´；ω；｀),2
手作りキットで作ったにも関わらず、恐ろしくセンスないものが出来上がった。まじで理想と現実の差というものを思い知らされた出来事でした(´；ω；｀),2
初めての面接だん！てか雨とかなに(´；ω；｀)傘もってないよぉーさむいよぉー(´；ω；｀),2
ブラジルイパネマブルボンだっけ(..)？？わたし的にさっぱり飲みやすいー(*´ω｀*),0
だめだ(；ω；)タバコの煙の中に長時間いると、気持ち悪くなる(；ω；),2
まじでいらもやする(・ε・),1
なんで初対面なのに、ぼんやりしてる人だと見破られるんだろーか(´・д・｀),0
てか、選考会に予約したと思ったらできてなかった(´；д；｀)かなしい・・・,2
生まれ変わったらカエラちゃんになりたい(*´Д｀*)かわいーなー,3
なんもできないお(；ω；)ねむいおー,2
初めて手相を見てもらったんだけど、占い師の人に心酔してる人の気持ちがちょっと分かる・・・わたしにも、アドバイスくれていつでも味方でいてくれる専属の占い師がほしー＞＜非営利で！笑,3
あ゛ー・・手がびりびりする(；ω；),2
眠いとか疲れたとかを通りこして、きもちわるくなってきた＞＜うー,2
もやんもやんするー＞＜外出たいけど、みんな寒い言ってるのでぴぴってます笑,0
まじでまずい漢方をお母さんから無理やり飲まされる・・・さっき食前に飲んだばっかなのに、就寝前も飲むらしく・・・ＥＳと同じくらいいやだ（；＿；）泣,2
雪だー(*´ω｀*),0
西口のみんな温かすぎるー(；ω；)わたしは人に会いたくて仕方ないけど、西口に来れば満たされるー(；ω；)あさみクッキーありがとー(；ω；),0
どうしよパニック泣きたい(ω),2
英語と作文の試験とか、わたしが通過できるわけないだろ(T-T)弁護士秘書とか、やってみたかったのになー,2
そう考えると独身生活もあと６年か＾＾みじかー＾＾まじ現実逃避しすぎてるＥＳかかなきゃ・・・・・・・・,2
早稲田生にも、4女は屍と言われた(^o^),2
ようやく帰宅なう；今からＥＳかく；だめです。ねむいです。,2
てかまじで寝坊の恐ろしさぱない,2
webセミナーっていうのを初めて受けた。らくだ！,0
心臓ドキドキする(´；д；｀),2
久しぶりにバイトしたらまじで疲れたんだが・・・ココアカプチーノ！,2
まりん。。。,2
園遊会いけないの同期わたしだけなのかな(T-T)でも面接だからぜったい行けないや(T-T)もうきえるどろん！,2
三田は15日から授業なのねorz....まじ面接2時間とか鬼だた(T-T)てかわたしが面接官だったらわたしとらないわ的な出来だった(T-T)腰がいたい....,2
だめーくらくらする(´・ω・｀)風邪かなぁ・・・,2
どうしよ、寒い(´・ω・｀)ずーん。,2
まじでやだ。もはや就活こわい・・でも、お昼ご飯のカレーうどんを想って頑張ろうと(´・ω・｀),3
その人がその人であることは、壊れて行く自由も含めてこんなにも美しい、人に決めてもらえることなんて何一つ本当じゃないんだな(´・ω・｀)じーん,0
もう(T-T)浅草線のりたかったのに、東西線のった(T-T)東京の地下鉄いみわからない(T-T)出口も多すぎだし、乗り換えめちゃ歩くときあるし(T-T),2
あんな風に真っ直ぐに生きられたらいーのに！！自分のどす黒さになえなえorz,2
あああああだめだ、面接だめだ・・orz,2
面接いく前の憂鬱はんぱない(；；)何回やっても志望度に関係なくガクブル…,2
だめだ・・・やる気スイッチ入らない・・・（；；）,2
ぎゃぼ！！！りーむーりーむーいらいらいら・・・・・・・・・・・・・・・・・・・・・・・・,1
とりあえず明日の面接準備してるけど、よくわからんねー（●＾o＾●）にゃー,0
家畜の所有者の人、相当辛いだろうな…,2
この時間に、カップカレーうどんとか、自分。。。太るとかなんだとかってより、生活おわてる＼(^o^)／お風呂はいろーっ,2
シャーペンの芯が、あと1センチしかないー・・・・ヽ(´Д｀)ノ,2
竹野内豊かっこよいー(*´ω｀*)私がこんなに見ていたいと思う顔、なかなかないー＼(^o^)／あと堤真一と江口洋介っ☆☆,0
apに誘われたから、早速チケット申し込んでみた＼(^o^)／「１枚申し込んだよー☆」って言ったら怒られた＼(^o^)／倍率高いんだってね＼(^o^)／何はともあれ桜井さんに会いたいなぁーでも１人で行くのは嫌だな！笑,3
就活がわたしの誕生日をはちゃめちゃにしていきます。。(´；ω；｀),2
久々ロックアップ楽しかったー☆祝われて幸せなうっ(*´ω｀*),0
スピルバーグに会いたいです。スーパー8観たいなぁ。あと、ap当たるといいなぁどきどき。夏フェスってやつデビューしたいなぁ。,3
昔から自覚してたけど、私には絶対的に欠けてるものがある（；；）どうやって取り戻したら良いのか、今でも分からないからダメ。,2
口に出すと本当になっちゃいそうでこわい（；；）口に出すと自己暗示かかるんだな,2
土居の財政論か普及学か南アジアかアジア社会史か人の尊厳とかとってる人ーヽ( ﾟдﾟ )ﾉ？？,3
はやく梅雨去れーヽ( ﾟдﾟ )ﾉ,3
久しぶりに読書でぞわーっとした。全く趣旨じゃない気がするけど、時代のせいにしないで本質を生きるってこーゆーことかぁと！てか今わたしが生きてるこの時代もすごい(*_*)とりあえず今を生きるしかないと。,3
怒濤の1週間も、今日を頑張れば終わるー(´；ω；｀)！！のりきろー！！,3
今日の空、絵みたい！,0
なかなか家出る気が起きない…┐(´д｀)┌ごろごろごろ…,2
暑いー！夏ぽいことしたいー！お祭りとか花火とかドライブとか海とか山とかビアガーデンとか鮎のつかみ取りとかヒマワリ畑とか…,3
だめだベーシック問題すらまともに解けない…自分の英語のできなさに引く…(ﾟ⊿ﾟ),2
疲れすぎ暑すぎで、なんか気持ち悪い…むしむししすぎ(´・_・｀ ),0
雨降ったら帰れるのに、天気もつなぁ。。,2
前髪、どーしたら良いか分からない時期に突入した……,2
びっち・・・・・・・わたしそんなこと言ったっけ・・笑,0
この雨のにおい、夏って感じねー.｡ﾟ+.(・∀・)ﾟ+.ﾟもう梅雨とんでったね.｡ﾟ+.(・∀・)ﾟ+.ﾟ,0
